ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
Sun & Shade LLC*|*B20250078240*|*07/01/2025*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8605 SANTA MONICA BLVD*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|**|*
The Advisor Footprint LLC*|*B20250147237*|*06/30/2025*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2120 CAREY AVENUE*|**|*CHEYENNE*|*WY*|*United States*|*82001*|*2120 CAREY AVENUE*|**|**|*CHEYENNE*|*WY*|*United States*|*82001*|**|**|**|**|**|**|**|*
The Blessing Heart*|*B20250103750*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5850 W 3RD ST*|*STE E 1088*|*LOS ANGELES*|*CA*|*United States*|*90036*|*5850 W 3RD ST*|*STE E 1088*|**|*LOS ANGELES*|*CA*|*United States*|*90036*|**|**|**|**|**|**|**|*
The Curated Experience LLC*|*B20250083368*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1951 EAST DYER RD*|*PH4549*|*SANTA ANA*|*CA*|*United States*|*92705*|*1951 EAST DYER DR*|*PH549*|**|*SANTA ANA*|*CA*|*United States*|*92705*|**|**|**|**|**|**|*One Manager*|*
THOMJENN INC*|*B20250150412*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*29041 WATSON ROAD*|**|*MENIFEE*|*CA*|*United States*|*92585*|*29041 WATSON ROAD*|**|**|*MENIFEE*|*CA*|*United States*|*92585*|**|**|**|**|**|**|**|*
Wilman Ventures LLC*|*B20250146837*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4224 OHIO ST*|*APT 506*|*SAN DIEGO*|*CA*|*United States*|*92104*|*4224 OHIO ST*|*APT 506*|**|*SAN DIEGO*|*CA*|*United States*|*92104*|**|**|**|**|**|**|*More Than One Manager*|*
01 LUX INC*|*B20250193343*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251413498*|*Jul  3 2025  4:22PM*|*12100 WILSHIRE BLVD*|*SUITE 800*|*LOS ANGELES*|*CA*|*United States*|*90025*|*20058 VENTURA BLVD*|*SUITE 205*|**|*WOODLAND HILLS*|*CA*|*United States*|*91364*|*12100 WILSHIRE BLVD*|*SUITE 800*|*LOS ANGELES*|*CA*|*United States*|*90025*|**|*Cybersecurity Solutions, IT Consulting,Software Support & Tech Infrastru
100 Canada LLC*|*B20250187138*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1000 AMERICAN WAY, LLC*|*B20250189571*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*275 SOMERVILLE RD*|**|*SANTA ROSA*|*CA*|*United States*|*95409*|*275 SOMERVILLE RD*|**|**|*SANTA ROSA*|*CA*|*United States*|*95409*|**|**|**|**|**|**|*One Manager*|*
1002 S. Gaffey LLC*|*B20250187824*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*411 N. OAKHURST DRIVE,*|*UNIT 402*|*BEVERLY HILLS*|*CA*|*United States*|*90210*|*411 N. OAKHURST DRIVE,*|*UNIT 402*|**|*BEVERLY HILLS*|*CA*|*United States*|*90210*|**|**|**|**|**|**|*One Manager*|*
1005 Keyhole LLC*|*B20250188160*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2010 MAIN STREET*|*EIGHTH FLOOR*|*IRVINE*|*CA*|*United States*|*92614*|*2010 MAIN STREET*|*EIGHTH FLOOR*|**|*IRVINE*|*CA*|*United States*|*92614*|**|**|**|**|**|**|*More Than One Manager*|*
1017-01 LLC*|*B20250190595*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*58850 COWLES MOUNTAIN BLVD*|**|*LA MESA*|*CA*|*United States*|*91942*|*58850 COWLES MOUNTAIN BLVD*|**|**|*LA MESA*|*CA*|*United States*|*91942*|**|**|**|**|**|**|*All LLC Member(s)*|*
1050 concord LLC*|*B20250186464*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1050 CONCORD ST*|**|*SAN DIEGO*|*CA*|*United States*|*92106*|*1050 CONCORD ST*|**|**|*SAN DIEGO*|*CA*|*United States*|*92106*|**|**|**|**|**|**|*All LLC Member(s)*|*
10717 Bloomfield LLC*|*B20250190012*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414165*|*Jul  3 2025  7:16PM*|*110 WINNETT*|**|*IRVINE*|*CA*|*United States*|*92602*|*110 WINNETT*|**|**|*IRVINE*|*CA*|*United States*|*92602*|*110 WINNETT*|**|*IRVINE*|*CA*|*United States*|*92602*|*One Manager*|*Construction
10FOUR EXPRESS LLC*|*B20250190627*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*19623 MOBILE ST*|**|*RESEDA*|*CA*|*United States*|*91335*|*19623 MOBILE ST*|**|**|*RESEDA*|*CA*|*United States*|*91335*|**|**|**|**|**|**|*All LLC Member(s)*|*
112 Pine Street LLC*|*B20250188729*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251401721*|*Jul  2 2025  9:53AM*|*112 PINE STREET*|**|*SAN ANSELMO*|*CA*|*United States*|*94960*|*112 PINE STREET*|**|**|*SAN ANSELMO*|*CA*|*United States*|*94960*|**|**|**|**|**|**|*One Manager*|*real_estate
1129 FOOTHILL LLC*|*B20250189591*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1129 FOOTHILL BLVD*|**|*LA CANADA*|*CA*|*United States*|*91011*|*1400 SUNSHINE DRIVE*|**|**|*GLENDALE*|*CA*|*United States*|*91208*|**|**|**|**|**|**|*All LLC Member(s)*|*
1158-1168 Green Street Homeowners Association*|*B20250190827*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Unincorporated Common Interest Development*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1180 Napoli Drive LLC*|*B20250190662*|*07/02/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8605 SANTA MONICA BLVD 29406*|**|*LOS ANGELES*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD 29406*|**|**|*LOS ANGELES*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD 29406*|**|*LOS ANGELES*|*CA*|*United States*|*90069*|**|*
1209 Glenn Ave, LLC*|*B20250187869*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5360 S 154TH ST*|**|*GILBERT*|*AZ*|*United States*|*85298*|*5360 S 154TH ST*|**|**|*GILBERT*|*AZ*|*United States*|*85298*|**|**|**|**|**|**|*More Than One Manager*|*
128 Sales, Inc.*|*B20250189024*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1501 HUGHES WAY*|*SUITE 420*|*LONG BEACH*|*CA*|*United States*|*90810*|*1501 HUGHES WAY*|*SUITE 420*|**|*LONG BEACH*|*CA*|*United States*|*90810*|**|**|**|**|**|**|**|*
13226 MILLRACE LLC*|*B20250186764*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251403694*|*Jul  2 2025 12:23PM*|*13226 MILLRACE ST*|**|*SUN VALLEY*|*CA*|*United States*|*91352*|*13226 MILLRACE ST*|**|**|*SUN VALLEY*|*CA*|*United States*|*91352*|*13226 MILLRACE ST*|**|*SUN VALLEY*|*CA*|*United States*|*91352*|*One Manager*|*REAL ESTATE
13602 Prospect LLC*|*B20250188961*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14311 SHADYBROOK DRIVE*|**|*TUSTIN*|*CA*|*United States*|*92780*|*14311 SHADYBROOK DRIVE*|**|**|*TUSTIN*|*CA*|*United States*|*92780*|**|**|**|**|**|**|*All LLC Member(s)*|*
139 MARYLAND STREET, LLC*|*B20250189981*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1613 STEINHART AVE.*|**|*REDONDO BEACH*|*CA*|*United States*|*90278*|*1613 STEINHART AVE.*|**|**|*REDONDO BEACH*|*CA*|*United States*|*90278*|**|**|**|**|**|**|*More Than One Manager*|*
139 S EDINBURGH LLC*|*B20250191734*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1485 CV LLC*|*B20250185843*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*35 MANDRAKE WAY*|**|*IRVINE*|*CA*|*United States*|*92612*|*35 MANDRAKE WAY*|**|**|*IRVINE*|*CA*|*United States*|*92612*|**|**|**|**|**|**|*One Manager*|*
1560 Sycamore Hercules LLC*|*B20250187434*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251396182*|*Jul  1 2025  1:36PM*|*13 CASCADE LANE*|**|*ORINDA*|*CA*|*United States*|*94563*|*13 CASCADE LANE*|**|**|*ORINDA*|*CA*|*United States*|*94563*|**|**|**|**|**|**|*All LLC Member(s)*|*Real Estate
1600 Benicia Rd LLC*|*B20250187918*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1600 BENICIA RD*|**|*VALLEJO*|*CA*|*United States*|*94591-7500*|*9616 WEXFORD CIRCLE*|**|**|*GRANITE BAY*|*CA*|*United States*|*95746*|**|**|**|**|**|**|*More Than One Manager*|*
1682 E. Valley Road LLC*|*B20250186619*|*06/30/2025*|*COLORADO*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2719 E 3RD AVE*|**|*DENVER*|*CO*|*United States*|*80206*|*PO BOX 61020*|**|**|*DENVER*|*CO*|*United States*|*80206*|**|**|**|**|**|**|**|*
171 4th Avenue, LLC*|*B20250188324*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4221 WILSHIRE BLVD.*|*SUITE 392*|*LOS ANGELES*|*CA*|*United States*|*90010*|*4221 WILSHIRE BLVD.*|*SUITE 392*|**|*LOS ANGELES*|*CA*|*United States*|*90010*|**|**|**|**|**|**|*More Than One Manager*|*
1722 Rose LLC*|*B20250186823*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1722 E. ROSE AVE*|**|*ORANGE*|*CA*|*United States*|*92867*|*1722 E. ROSE AVE*|**|**|*ORANGE*|*CA*|*United States*|*92867*|**|**|**|**|**|**|*One Manager*|*
17930 Ventura Blvd Property LLC*|*B20250187436*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251406692*|*Jul  2 2025  4:32PM*|*18820 LA AMISTAD PL*|**|*TARZANA*|*CA*|*United States*|*91356*|*18820 LA AMISTAD PLACE*|**|**|*TARZANA*|*CA*|*United States*|*91356*|*18820 LA AMISTAD PLACE*|**|*TARZANA*|*CA*|*United States*|*91356*|*All LLC Member(s)*|*Real Estate
180 Wildfire LLC*|*B20250188012*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*710 KEARNEY STREET*|**|*BENICIA*|*CA*|*United States*|*94510*|*710 KEARNEY STREET*|**|**|*BENICIA*|*CA*|*United States*|*94510*|**|**|**|**|**|**|*One Manager*|*
1825 EMPIRE INDUSTRIAL, LLC*|*B20250189586*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*275 SOMERVILLE RD*|**|*SANTA ROSA*|*CA*|*United States*|*95409*|*275 SOMERVILLE RD*|**|**|*SANTA ROSA*|*CA*|*United States*|*95409*|**|**|**|**|**|**|*One Manager*|*
188 WSJ Manager, LLC*|*B20250189867*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20251409732*|*Jul  3 2025 10:04AM*|*1 LAURENS STREET*|**|*BEAUFORT*|*SC*|*United States*|*29902*|*1 LAURENS STREET*|**|**|*BEAUFORT*|*SC*|*United States*|*29902*|**|**|**|**|**|**|**|*Real Estate Management
1904 Construction, LLC*|*B20250187395*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11413 PINEHURST DRIVE*|**|*LAKESIDE*|*CA*|*United States*|*92040*|*11413 PINEHURST DRIVE*|**|**|*LAKESIDE*|*CA*|*United States*|*92040*|**|**|**|**|**|**|*One Manager*|*
194 41st Management, LLC*|*B20250188134*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11766 WILSHIRE BLVD.*|*SUITE 270*|*LOS ANGELES*|*CA*|*United States*|*90025*|*11766 WILSHIRE BLVD.*|*SUITE 270*|**|*LOS ANGELES*|*CA*|*United States*|*90025*|**|**|**|**|**|**|*More Than One Manager*|*
19th Hole Financial Services LLC*|*B20250188863*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251404263*|*Jul  2 2025  1:09PM*|*12727 SUMMER ST*|**|*MOORPARK*|*CA*|*United States*|*93021*|*12727 SUMMER ST*|**|**|*MOORPARK*|*CA*|*United States*|*93021*|*12727 SUMMER ST*|**|*MOORPARK*|*CA*|*United States*|*93021*|*All LLC Member(s)*|*LLC will provide financial services surrounding real estate, insurance a
1Better Athletics LLC*|*B20250179951*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2073 ANGELICO CIR*|**|*STOCKTON*|*CA*|*United States*|*95207*|*2073 ANGELICO CIR*|**|**|*STOCKTON*|*CA*|*United States*|*95207*|**|**|**|**|**|**|*More Than One Manager*|*
1RUDDER LLC*|*B20250190902*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1Stop Industrial Supply LLC*|*B20250190085*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251411084*|*Jul  3 2025 12:18PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Any lawful purpose
1Tribe LLC*|*B20250187632*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251397480*|*Jul  1 2025  3:10PM*|*28255 VIA LUIS*|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|*28255 VIA LUIS*|**|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|*28255 VIA LUIS*|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|*All LLC Member(s)*|*App focused around personal growth and connection through interests.
2 TheMoon*|*B20250189707*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251413070*|*Jul  3 2025  3:31PM*|*204 MAGNOLIA AVE*|**|*S SAN FRANCISCO*|*CA*|*United States*|*94080*|*204 MAGNOLIA AVE*|**|**|*S SAN FANCISCO*|*CA*|*United States*|*94080*|**|**|**|**|**|**|**|*Wholesaler
2085 Temple Hills Drive LLC*|*B20250189895*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2085 TEMPLE HILLS DRIVE*|**|*LAGUNA BEACH*|*CA*|*United States*|*92651*|*2056 MAGINN DRIVE*|**|**|*GLENDALE*|*CA*|*United States*|*91202*|**|**|**|**|**|**|*One Manager*|*
2115 Kittredge Theatre LLC*|*B20250189087*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*18 DOWNEY PLACE*|**|*OAKLAND*|*CA*|*United States*|*94610*|*18 DOWNEY PLACE*|**|**|*OAKLAND*|*CA*|*United States*|*94610*|**|**|**|**|**|**|*More Than One Manager*|*
2233 Arroyo Trabuco, LLC*|*B20250190682*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*26741 PORTOLA PKWY STE 1E460*|**|*FOOTHILL RANCH*|*CA*|*United States*|*92610*|*26741 PORTOLA PKWY STE 1E460*|**|**|*FOOTHILL RANCH*|*CA*|*United States*|*92610*|**|**|**|**|**|**|*More Than One Manager*|*
2253 Martin 316 LLC*|*B20250186495*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251388627*|*Jun 30 2025  4:20PM*|*2253 MARTIN*|*UNIT 316*|*IRVINE*|*CA*|*United States*|*92612*|*3 GROVE ISLE DRIVE*|*APT 1701*|**|*MIAMI*|*FL*|*United States*|*33133*|*2253 MARTIN*|*UNIT 316*|*IRVINE*|*CA*|*United States*|*92612*|*One Manager*|*Real estate holding
2268 Fourteenth Holdings LLC*|*B20250190272*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1122 S ROBERTSON*|*STE 3*|*LOS ANGELES*|*CA*|*United States*|*90035*|*PO BOX 713*|**|**|*BEVERLY HILLS*|*CA*|*United States*|*90046*|**|**|**|**|**|**|*More Than One Manager*|*
2315 East 16th Street, LLC*|*B20250189225*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251411999*|*Jul  3 2025  1:47PM*|*300 S. HARBOR BLVD STE 808*|**|*ANAHEIM*|*CA*|*United States*|*92808*|*300 S. HARBOR BLVD STE 808*|**|**|*ANAHEIM*|*CA*|*United States*|*92808*|**|**|**|**|**|**|*One Manager*|*Real Estate
23291 Via Guadix LLC*|*B20250188196*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251408101*|*Jul  2 2025 11:26PM*|*23291 VIA GUADIX*|**|*MISSION VIEJO*|*CA*|*United States*|*92691*|*1903 YACHT TRUANT*|**|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*23291 VIA GUADIX*|**|*MISSION VIEJO*|*CA*|*United States*|*92691*|*All LLC Member(s)*|*Real Estate
2339 Club Vista LLC*|*B20250186712*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*271 E WORKMAN ST.*|*STE. #106*|*COVINA*|*CA*|*United States*|*91723*|*271 E WORKMAN ST.*|*STE. #106*|**|*COVINA*|*CA*|*United States*|*91723*|**|**|**|**|**|**|*All LLC Member(s)*|*
23528 Collins Street LLC*|*B20250187840*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*411 N. OAKHURST DRIVE*|*#402*|*BEVERLY HILLS*|*CA*|*United States*|*90210*|*411 N. OAKHURST DRIVE,*|*UNIT 402*|**|*BEVERLY HILLS*|*CA*|*United States*|*90210*|**|**|**|**|**|**|*One Manager*|*
239 Marengo 112 LLC*|*B20250187243*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251392945*|*Jul  1 2025  9:45AM*|*8605 SANTA MONICA BLVD #739124*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #739124*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #739124*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*The LLC will offer property for long-term rental
24 HOUR WATER INC*|*B20250193418*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9650 BUSINESS CENTER DR*|*STE 126*|*RANCHO CUCAMONGA*|*CA*|*United States*|*91730*|*9650 BUSINESS CENTER DR*|*STE 126*|**|*RANCHO CUCAMONGA*|*CA*|*United States*|*91730*|**|**|**|**|**|**|**|*
240 Pintoresco LLC*|*B20250189605*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*240 CALLE PINTORESCO*|**|*SAN CLEMENTE*|*CA*|*United States*|*92672*|*240 CALLE PINTORESCO*|**|**|*SAN CLEMENTE*|*CA*|*United States*|*92672*|**|**|**|**|**|**|*More Than One Manager*|*
2430 FILLMORE LLC*|*B20250190182*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3511 COWPER STREET*|**|*PALO ALTO*|*CA*|*United States*|*94306*|*3511 COWPER STREET*|**|**|*PALO ALTO*|*CA*|*United States*|*94306*|*3511 COWPER STREET*|**|*PALO ALTO*|*CA*|*United States*|*94306*|**|*
24HRDOC MEDICAL GROUP WEST, P.C.*|*B20250192379*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414942*|*Jul  4 2025  8:50AM*|*3050 POST OAK BLVD*|**|*HOUSTON*|*TX*|*United States*|*77056*|*3050 POST OAK BLVD*|**|**|*HOUSTON*|*TX*|*United States*|*77056*|**|**|**|**|**|**|**|*Medicine
24x7 TRUCK SERVICES INC*|*B20250191097*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2125 HARTE CIR*|**|*SAN LEANDRO*|*CA*|*United States*|*94577*|*2125 HARTE CIR*|**|**|*SAN LEANDRO*|*CA*|*United States*|*94577*|**|**|**|**|**|**|**|*
